stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,wheelchair_boarding
7657,QTD 274,Đại học Quốc tế,"Old: Nút giao Lê Quý Đôn - ThomasEdison (đ/d ĐH Quốc tế) Lê Quý Đôn, Phường Linh Trung, TP. Thủ Đức - KV3 | New: Nút giao Lê Quý Đôn - ThomasEdison (đ/d ĐH Quốc tế) Lê Quý Đôn, Phường Linh Trung | Outbound: 99",10.878182,106.802731,TP. Thủ Đức - KV3,,0,1
7677,Q1 025,Bảo tàng Tôn Đức Thắng,"Old: số 5B (The Landmarrk) Tôn Đức Thắng, Phường Bến Nghé, Quận 1 | New: số 5B (The Landmarrk) Tôn Đức Thắng, Phường Bến Nghé | Inbound: 88",10.777694,106.707045,Quận 1,,0,2
7678,Q9 285,Trường CĐ Sư phạm Trung ương 2 (CS2),"Old: Đối diện 99-101 Liên Phường, Phường Phước Long B, TP. Thủ Đức - KV2 | New: Đối diện 99-101 Liên Phường, Phường Phước Long B | Outbound: 29, 153",10.806112,106.782528,TP. Thủ Đức - KV2,,0,2
7683,SWB1_4,Ga tàu thuỷ Bình An,"Old: Ga tàu thuỷ Bình An Đường số 21, Phường Bình An, TP. Thủ Đức - KV1 | New: Ga tàu thuỷ Bình An Đường số 21, Phường Bình An | Outbound: 153 | Inbound: 153",10.797349,106.728734,TP. Thủ Đức - KV1,,0,2
7693,Q1 1950,Nam Kỳ Khởi Nghĩa,"Old: 93-95 Hàm Nghi, Phường Nguyễn Thái Bình, Quận 1 | New: 93-95 Hàm Nghi, Phường Nguyễn Thái Bình | Outbound: 4, 20, 88, 93 | Inbound: 1",10.770875,106.701354,Quận 1,,0,1
7695,BX 33,Bến xe Miền Đông mới,"Old: Bến xe Miền Đông mới Quốc lộ 1, Phường Long Bình, TP. Thủ Đức - KV2 | New: Bến xe Miền Đông mới Quốc lộ 1, Phường Long Bình | Outbound: 76, 93 | Inbound: 76, 93",10.878606,106.81497,TP. Thủ Đức - KV2,,0,1
7739,H21_02,Sacombank Head Office,"Old: 266Bis Nam Kỳ Khởi Nghĩa, Phường 08, Quận 3 | New: 266Bis Nam Kỳ Khởi Nghĩa, Phường 08 | Outbound: 4",10.78767,106.68639,Quận 3,,0,1
7782,Q2 107,UBND Thành phố Thủ Đức,"Old: Đối diện toà nhà Somerset Phan Văn Đáng, Phường Thạnh Mỹ Lợi, TP. Thủ Đức - KV1 | New: Đối diện toà nhà Somerset Phan Văn Đáng, Phường Thạnh Mỹ Lợi | Outbound: 99",10.77753,106.75676,TP. Thủ Đức - KV1,,0,1
7800,HHM 245,Trường Đại học Ngoại ngữ - Tin học TP.HCM,"Old: Trường Đại học Ngoại ngữ - Tin học TP.HCM Quốc lộ 22, Xã Tân Xuân, Huyện Hóc Môn | New: Trường Đại học Ngoại ngữ - Tin học TP.HCM Quốc lộ 22, Xã Tân Xuân | Outbound: 74",10.864569,106.600921,Huyện Hóc Môn,,0,1
7803,Q1 026,Ba Son,"Old: Đối diện số 2 Tôn Đức Thắng, Phường Bến Nghé, Quận 1 | New: Đối diện số 2 Tôn Đức Thắng, Phường Bến Nghé | Outbound: 44 | Inbound: 88",10.781625,106.706815,Quận 1,,0,1
7807,QTB 162,Ga Quốc nội Sân bay Tân Sơn Nhất,"Old: Cột B06 - B09 Làn B - Ga Quốc nội, Phường 01, Quận Tân Bình | New: Cột B06 - B09 Làn B - Ga Quốc nội, Phường Tân Sơn Hòa | Outbound: 103 | Inbound: 103",10.813927,106.66281,Quận Tân Bình,,0,1
7808,Q9 307,Vòng xoay Liên Phường,"Old: 107 Liên Phường, Phường Phước Long B, TP. Thủ Đức - KV2 | New: 107 Liên Phường, Phường Phước Long B | Inbound: 153",10.806922,106.788604,TP. Thủ Đức - KV2,,0,1
7809,Q9 308,Vòng xoay Liên Phường,"Old: Kế 396 Liên Phường, Phường Phước Long B, TP. Thủ Đức - KV2 | New: Kế 396 Liên Phường, Phường Phước Long B | Outbound: 153",10.807252,106.787593,TP. Thủ Đức - KV2,,0,1
7810,Q9 309,Trường CĐ Sư phạm Trung ương 2 (CS2),"Old: 117-119 Liên Phường, Phường Phước Long B, TP. Thủ Đức - KV2 | New: 117-119 Liên Phường, Phường Phước Long B | Inbound: 29, 153",10.806888,106.783458,TP. Thủ Đức - KV2,,0,1
7813,Q2 112,Đường Đồng Văn Cống,"Old: Cây xanh 821 Mai Chí Thọ, Phường An Phú, TP. Thủ Đức - KV1 | New: Cây xanh 821 Mai Chí Thọ, Phường An Phú | Inbound: 99",10.789643,106.750784,TP. Thủ Đức - KV1,,0,2
7814,Q2 113,Đường Đồng Văn Cống,"Old: Cây xanh 760 Mai Chí Thọ, Phường An Phú, TP. Thủ Đức - KV1 | New: Cây xanh 760 Mai Chí Thọ, Phường An Phú | Outbound: 99",10.789642,106.751516,TP. Thủ Đức - KV1,,0,2
7821,Q7 198,Khu chế xuất Tân Thuận,"Old: KCX Tân Thuận Nguyễn Văn Linh, Phường Bình Thuận, Quận 7 | New: KCX Tân Thuận Nguyễn Văn Linh, Phường Bình Thuận | Inbound: 20",10.752672,106.726255,Quận 7,,0,1
7847,HCC 355,Công ty Thủy lợi TP.HCM,"Old: Công ty Thủy lợi TP.HCM (21) Quốc lộ 22, Xã Tân Phú Trung, Huyện Củ Chi | New: Công ty Thủy lợi TP.HCM (21) Quốc lộ 22, Xã Tân Phú Trung | Inbound: 74",10.929399,106.555012,Huyện Củ Chi,,0,1
7848,QBTH 161,Học viện Cán bộ TPHCM - Cổng 2,"Old: Bên cạnh số 71 Phan Chu Trinh, Phường 12, Quận Bình Thạnh | New: Bên cạnh số 71 Phan Chu Trinh, Phường Bình Thạnh | Inbound: 161",10.813038,106.700763,Quận Bình Thạnh,,0,1
